Name,AlbumId,MediaTypeId,GenreId,Composer,Milliseconds,Bytes
Professor four.,469,4,9,William Martinez,268537,2429883
Particular million.,924,4,6,Jeremiah Smith,330592,2054902
That point.,666,3,6,Kara Brown,226918,2507280
Friend manage.,232,2,7,Edward Smith,333590,6615137
Remain.,826,4,8,Ashley Torres,294670,6160051
Simple.,829,4,6,Joshua Harris,240154,6215733
Actually us.,998,2,1,Sarah Choi,102948,3413793
Whose.,696,3,3,Amy Warner,367103,5064821
Break.,46,5,6,Douglas Beck,385550,6808742
Want trouble.,996,3,8,Thomas Baird Jr.,108958,2579238
Explain.,333,2,6,Patricia Chandler,96031,6990307
Scientist.,925,2,2,Lisa Potter,145674,5943661
Conference.,823,4,6,Daniel Hopkins,94629,4892496
Reason trial.,884,3,4,Emily Murray,281718,4181232
Less control.,757,5,3,Eric Baker,397713,3101399
Day full.,261,5,2,Michelle Taylor,291563,2357296
Red.,419,1,6,Ricardo Mayer,336598,1516126
Professional especially.,78,1,1,Tracy Evans,190702,6475101
Mean.,276,2,8,Zachary Ortiz,97854,1277128
Say service.,55,1,1,Jessica Camacho,206201,3696079
Difficult.,117,3,8,Patricia Miles,245056,5559036
Degree front.,882,2,3,Nicholas Ruiz,218833,6393955
Drive sing.,928,3,7,Michael Spence,218299,6993267
If down.,5,4,2,Shannon Navarro,165353,5431394
Production.,609,5,7,Jamie Bryan,247116,4854200
Current.,405,4,4,Christopher Giles,126637,2002557
Control.,79,5,5,Angela Lopez,182001,3225431
Up ability.,964,5,10,Joseph Andrews,109110,4988392
Condition.,335,2,1,Charles Mendoza,133871,2259461
Bed fill.,533,2,1,Kristopher Dunn,326792,4388714
History receive.,476,2,1,Laura Mendoza,257008,2444673
Right.,301,3,3,Troy Stone,356690,3298964
Positive.,528,1,6,Rick Dyer,143979,5637251
Believe.,457,2,8,Dawn Garcia,68030,1981080
Wind expert.,327,5,2,John Hensley,188300,4584242
A.,450,2,9,David Black,266836,4062077
Program.,420,1,2,Brittany Monroe,135148,3671702
Truth around.,913,3,3,Ronald Anderson,68428,3680683
Network risk.,292,4,7,Melissa Suarez,281715,1147007
Lay buy.,934,4,6,Katherine Cruz,175341,4149592
Or represent.,647,4,5,Emily House,136612,5335727
Whose so.,174,4,10,Rachel Morris,245914,1377639
Street.,911,3,5,Martin Carlson,349916,5985003
Floor.,485,2,10,Miranda Richardson,160631,1032428
Participant.,915,4,7,Jenna Ryan,235285,3066150
Quite.,18,3,10,Jason Miller,125735,4488713
Four.,634,3,3,Crystal Valdez,246707,6045034
Hotel writer.,63,5,9,Angela Campbell,77203,3615361
Simple look.,168,4,8,Ashley Kirby,211765,3148039
Or.,717,2,3,Robert Smith,122317,4313597
Animal her.,921,2,7,Dawn Garner,149115,3481921
Whole second.,728,1,5,Madison Kirk,296311,3340265
Police.,832,2,6,Suzanne Harris,143576,4996865
Whose husband.,296,4,10,Deborah Webster,175236,3266549
Card.,781,1,7,Stephanie Lewis,397677,1245164
Then much.,911,5,4,Kyle Rios,173740,1418921
Receive four.,909,3,9,Vanessa Erickson,248021,1170194
Example those.,622,4,3,Sue Wright,301937,2453065
Although.,354,4,10,Thomas Foley,356566,5517990
Risk.,504,1,1,Evan Moore,211575,4312316
Sure.,967,3,9,Kathryn Best,133819,1374425
Form room.,71,5,9,Tina Blackburn,228682,4819263
Business the.,324,4,4,Michael Ellis,325308,3281932
Yet skill.,483,5,6,Robert Schmitt,171860,4957985
Name meet.,209,4,10,Christopher Jones,141736,4056645
Owner respond.,579,4,1,Sydney Nolan,131028,2311912
Night respond.,23,4,2,Mario Reynolds,345206,6285052
Happy.,354,4,1,Jeffrey Moore,123003,3652321
Tend.,156,3,2,Raymond Mason,320543,1197803
At Mrs.,539,3,3,Christine Warren,72033,2216695
Board.,303,3,3,Anthony Krause,349647,3751611
Number official.,311,5,2,Robyn Yu,85986,3381856
Save treat.,229,2,10,Charles Fitzgerald,157487,4137183
Item good.,446,2,7,Susan Graves,78032,3173319
Age.,747,3,8,Kim Cruz,199174,5192253
Go design.,743,3,4,Tiffany Pittman,125838,3171491
Up thank.,152,1,8,Andrew Johnson,354692,5825951
Mission avoid.,297,5,7,Barbara Vazquez,116529,6006303
Somebody.,590,1,1,Nicholas Mitchell,328652,1375922
Produce thousand.,938,2,8,Edward Barnett,96614,2861610
Child.,499,1,6,Shelly Baker,146420,4811183
Find.,678,1,8,Frank Rodriguez,181929,4847229
Fine single.,241,1,4,Sheila Dalton,234876,4604599
Security set.,616,5,3,Victoria Freeman,113514,6709319
Air.,287,4,7,Kimberly Oneal,362547,1142728
Director establish.,831,2,1,Stephanie Daniels,77170,1294233
Hundred left.,381,5,9,Tracy Clark,94435,1194927
Old.,774,2,3,Leslie Wood,319955,3598401
Maintain including.,380,1,2,Alyssa Kirby,133987,4992580
Certain.,179,4,6,Sheila Reyes,269290,4604161
Deal.,591,2,4,Mr. Grant Reilly,240088,2372150
But animal.,209,1,2,Sarah Hardin,135889,4249940
Sit.,66,4,6,Melissa Atkins,287922,6060664
Practice.,489,2,6,Gwendolyn Caldwell,220493,2430089
Sometimes.,839,5,1,Matthew Brown,144981,6515201
Positive affect.,526,3,3,Timothy Hernandez,271320,1702076
Positive free.,165,4,4,Courtney Johnson,256670,1223968
Begin participant.,762,1,3,Sandra Moore,380115,1533698
Senior should.,27,4,9,Rick Cox,104551,2906342
Alone door.,515,4,6,Randy Vang,117061,5831533
Evidence enter.,165,1,5,Christine Jimenez,366953,4006452
Answer cover.,396,1,7,Tiffany Jackson,287736,3003990
Accept increase.,749,2,3,Veronica Vazquez,73903,5959437
Onto.,525,4,9,John Gutierrez,163318,3318499
Forget.,621,2,6,Patricia Carroll,379984,6749052
Store.,456,1,9,Andrew Harrison,81497,6054274
Television all.,161,2,6,Shaun Morris,223520,6874670
People.,992,3,5,James Schwartz,379956,4545875
Question win.,326,3,10,Paige Miles,195914,2369342
Knowledge red.,829,2,5,Molly Johnson,336671,6761680
Heavy.,330,1,9,Jesus Thompson,343099,3652702
Probably.,619,1,7,Marcus Anthony,204755,2251445
Door wall.,700,4,4,Andrea Crawford,299315,3333876
Center four.,288,2,8,Dave King,74746,6133998
Reason once.,61,3,8,Angela Howard,134099,2720576
Control we.,421,1,1,Andrea Briggs,298784,6981430
Political wrong.,204,3,4,Joseph Mcdonald,96081,4353260
Another.,99,3,2,Jessica Hogan,282215,1359736
Process sure.,244,4,7,Tracy Hartman,339966,1972270
Writer.,841,2,1,Dana Sexton,144828,4435703
Matter.,65,4,7,Michelle Gonzalez,371533,5293121
Professor.,106,5,7,Micheal Conley,246366,6965161
Possible particularly.,904,3,1,Cole White,350282,1359782
Say any.,452,1,2,Aaron Lee,233029,6096152
Scientist rate.,805,2,9,Robert Kelly,87928,1766398
Read professional.,306,1,2,Joseph Baker,157514,1214276
Use.,327,2,6,Earl Mckinney,287946,6472664
Back shoulder.,346,3,1,Andrew Young,195542,5866373
Question.,242,1,6,Christopher Kemp,220170,6678447
Machine.,598,3,5,Ronald Calhoun,102987,6445296
Rich.,806,4,3,Mr. Reginald Li,299901,5139067
Practice.,71,5,1,Courtney Foster,273699,5365418
Stop.,505,3,10,Joseph Hughes,248139,5854851
Former group.,363,3,6,Tracy Sampson,266166,5723883
Have.,192,5,1,Brandon Valentine,262179,4758910
Look.,608,2,2,Joshua Fitzgerald,394354,4040529
Operation minute.,479,4,9,Vanessa Holmes,170775,5665381
Almost.,888,3,5,Timothy Pacheco,91071,2796105
Left music.,573,5,8,Amanda Rose,268166,4111404
Decision operation.,929,5,1,Sandra Thompson,296520,4836375
Painting.,6,2,7,Aaron Ward,162711,5625214
Must financial.,353,1,6,Anthony Osborne,218786,3108353
Group stop.,571,4,10,Mark Vazquez,331532,4750335
Serve.,910,4,5,Vickie Wilkerson,389523,5416583
Player.,599,5,8,Leslie Hayes,333846,2327152
Future commercial.,458,3,8,Emily Townsend,218532,3904652
Another area.,398,4,6,Michael Mcdonald,129774,2759986
Between.,791,2,5,Daniel Davis,264599,4534285
Condition.,678,5,5,Jason Bryant,155983,2737244
Else.,181,5,6,Krystal Newman,387983,6320461
Congress manage.,892,1,9,Phillip Holland,227992,2555731
Only.,854,2,2,John Knapp,247807,4839030
Not.,101,5,6,Karen James,237596,6156442
Always.,563,1,9,Abigail Rojas,351312,1656187
Result.,844,1,9,Keith Evans,229038,6398533
Lose student.,321,1,8,Paul Mason,205961,1045595
Also those.,796,2,9,Samantha Davis,140981,6172413
Call card.,377,1,8,Joshua Mora,85462,5102963
Cold.,149,5,7,Cindy Snyder,344357,1110878
Tree city.,824,5,5,Douglas Jones,348694,5294799
While though.,654,4,4,Sandra Hernandez,217481,6729490
Than out.,215,2,3,Laurie Cohen,335284,4978527
Action practice.,617,4,3,Mark Owen,376410,2280890
Network.,235,1,4,Kimberly Perez,236018,5638232
Fire almost.,376,2,5,Amy George,72672,3140200
Likely.,102,5,6,Courtney Perez,117138,1273326
Industry.,127,3,9,Francisco Nguyen,67924,6545484
Others shoulder.,869,3,8,Daniel Sutton,290184,2596686
Half.,382,5,3,Chelsea Martinez,241473,5557579
Cause.,597,2,8,Joseph Miller MD,258666,4263757
Money.,650,1,7,William Smith,261277,6058085
Where.,951,5,7,Jose Jenkins,310030,5145522
Deep.,343,3,7,Joseph Fisher,393289,6804118
New.,348,4,9,James Barker,374114,1283547
Through.,787,3,8,Angelica Carrillo,338636,3242940
She.,394,5,3,Maria Lopez,165768,6782259
Someone.,372,4,10,Sara Richardson,192779,2858209
Rest drug.,312,1,5,Samantha Lewis,109540,3014632
Anyone feeling.,391,3,1,Brian Bates,327934,4087244
Person.,322,4,10,Kenneth Gonzalez,125753,3736291
Back child.,289,5,7,Nicole Wilson,263676,1813193
Debate.,657,2,4,Joshua Brown,77851,2591194
Player.,97,2,3,Michael Tucker,259377,5307275
Production.,835,2,3,Patrick Combs,283084,4606717
Class drive.,251,3,4,Jesse Graham,363780,4052694
Republican also.,596,5,7,Nicholas Miller,104621,3490413
Family.,384,3,3,Patricia Hunter,62827,1876627
Billion.,10,3,4,Jennifer Davis,81428,4149366
Order staff.,371,2,2,Michael Owens,149552,2947621
Add or.,704,2,10,Darren Wheeler,153759,3939040
Discover week.,631,2,9,Erin Davila,68863,3322217
Figure.,223,1,7,Edwin Navarro,367118,3437759
Threat face.,757,5,10,Mr. Dominic Phillips,304261,5829573
Event wonder.,412,4,8,Linda Bell,355717,3110568
Major.,93,2,1,Whitney Guerrero,215156,6769812
Her.,466,2,5,Erica Mitchell,348871,4823510
Individual party.,524,1,9,Rebecca Nichols,391709,5773817
Resource most.,575,3,9,Shannon Benson,295700,4085886
Focus prove.,280,5,1,Cheryl Crawford,158536,4050701
Personal today.,273,3,6,Carlos Morris,322422,1416027
Subject no.,85,2,5,Ashley Young,162140,3559430
Method sometimes.,845,1,1,Andrew Sanchez,270968,6504980
Floor life.,269,2,5,Peter Richard,161882,6769809
Gas chair.,327,3,7,Kristen Jackson,358871,5964021
Main push.,799,5,10,Mrs. Samantha Williams,328283,3698834
More.,227,2,1,Regina Anderson PhD,299811,1132323
Finally.,123,4,6,Sharon Taylor,375796,2831598
Specific bank.,799,5,2,Julian Griffin,81283,2395078
Program.,409,5,8,Mary Flores,178560,1851721
Manage.,539,5,3,Joseph Davis,291493,1433697
Bring dog.,195,3,1,Jonathan Rodriguez,295465,5838982
Action.,413,4,2,Erin Strickland,109261,5351656
These.,976,2,10,Andrew Barber,344783,6569073
Detail.,677,4,3,James Beasley,264912,2756309
Job whom.,249,2,9,Julie Collier MD,244498,2433258
Want successful.,671,4,7,Jerry Hayes DDS,262077,1015427
Store.,683,5,7,Jill Wise,322699,3195050
Loss throw.,935,4,2,Carla Harvey,240009,1513687
Little all.,253,2,4,Mrs. Abigail Tucker,96171,1648401
Argue.,511,3,7,Matthew Carter,361098,5970679
Happen wrong.,510,4,7,Robert Harris,187885,5229312
Above ask.,596,1,7,Mr. Justin Thompson,254263,2705083
Plant away.,2,4,7,Kenneth Carey,260803,6041645
Tax management.,939,4,4,Erica James,162331,2890310
Serious.,599,4,9,Bradley Cross,103333,4703850
Show state.,804,4,7,James Molina,148873,1450284
Today.,943,1,5,Daniel Wilson,201931,4979609
Compare begin.,529,5,7,Jennifer Anderson,157441,5398269
Dark.,857,1,8,Lindsey Hansen,298047,2664493
Enjoy.,162,3,5,David Woods,334929,5833785
Ready moment.,514,5,8,Diane Ferrell,285864,4579307
Represent resource.,548,3,7,Virginia Hernandez,289801,5283268
Three.,82,4,8,Johnathan Haas,345378,2436132
Compare wish.,16,1,3,Amy Daniel,266103,5237281
Nice.,571,5,8,Robert French,85670,4964295
Best class.,456,4,10,Henry Cochran,227982,3086398
Make lot.,489,2,2,Danielle Smith,376924,4651512
Bar place.,745,5,3,Kevin Russell,331636,4019322
Describe wind.,25,2,4,Daniel Davis,321903,6845166
Man.,166,2,3,Thomas Brown,301612,1840604
Degree six.,345,3,7,Mary Fisher,241373,5520564
Talk.,544,2,2,Amy Ryan,129507,5450310
Impact paper.,828,5,10,Cole Mcfarland,266592,2445485
Attention.,120,2,6,Adam Hobbs,127649,2109022
Style office.,680,3,9,Kristy Reed,91941,2987217
Wish best.,336,5,8,Douglas Brown,342892,3320485
Only usually.,189,2,10,Eric Harvey,205949,2988208
Fine opportunity.,18,4,5,Anna Castillo,294697,5784503
It federal.,987,5,3,Joanna Garrett,216089,1363078
Almost poor.,156,1,1,Natasha Macdonald,70987,2384524
Body paper.,300,4,6,Lisa Torres,328614,2687683
Study fast.,874,4,3,Michael Cunningham,177038,5198682
These list.,507,3,7,Brian Collins,303664,5667016
West.,607,2,2,James Williams,250563,6275054
Bad.,231,3,8,Olivia Shepard,359352,5015010
Summer.,596,3,1,Melissa Molina,151380,6025608
Much happy.,624,3,2,Timothy Jacobson,299055,6229833
Major under.,176,5,1,Patricia Alvarado,389180,1752841
Country.,281,5,6,Kristina Strickland,74186,2198815
Meet.,520,4,6,Hector Reyes,202066,3604027
List share.,582,1,8,Jamie Jones,99263,1207390
Often.,381,1,5,Jason Leonard,148205,4270556
Guess.,41,5,3,Jeffrey Ramos,154317,3067708
Technology color.,82,1,9,Dennis Brady,123729,3011167
Your everything.,796,3,9,Harold Fisher,71975,1309160
Store.,208,2,8,Mark Sutton,304444,6127186
Home.,738,2,10,Jeffrey Jones,248571,5481978
Boy.,602,2,9,Sean Jefferson,326475,5189995
Response.,632,1,7,Robert Smith,138296,6597242
Training.,801,2,7,Ronald Randolph,63778,3727157
Somebody their.,91,1,10,Rebecca Lee,307946,3258630
Rise individual.,187,2,8,Maria Rodriguez,152356,1702749
Act eight.,907,3,3,Bonnie Munoz,329204,1260397
Glass.,986,5,1,Jamie Banks,260896,6036768
Program.,64,5,9,William Lewis,71224,2151816
Middle ago.,765,2,5,Tracey Smith,123035,3419639
Success.,295,4,9,Jonathan Sims,81963,1201410
Size.,20,3,10,Alexander Combs,264029,5204184
Five.,930,5,5,Jamie Andrews,178713,4913029
Reduce group.,516,1,10,Paula Allen,166645,5547750
Win.,367,4,5,Steven Oconnell,78520,2761554
Bad.,925,1,2,William Zamora,271371,2440863
Whether walk.,219,3,2,Elizabeth Fox,375536,6647033
Start strategy.,7,2,9,Lori James,143307,3841034
Possible.,467,4,8,Michelle Dixon,248718,4017430
Assume.,988,4,3,Michael Pace,168766,5090311
Thus.,616,3,10,Mitchell Lee,302676,5220010
Push.,947,3,7,Peter Howard,99922,3478742
Any another.,835,1,9,Joshua Juarez,218695,5437699
Education model.,108,3,5,Marcus Haley,397149,4217163
Travel.,773,5,5,William Jones,302510,6838477
Hand.,892,3,6,Robert Smith,268320,1296939
Reach.,194,4,2,Deborah Griffith,207177,3299827
Capital site.,428,5,2,Gregory Cook,369483,5594792
Race toward.,3,5,2,Danielle Meadows,318755,6671460
Either.,981,4,2,Tanner Li,330942,3197572
Raise choose.,91,3,1,Kristin Stewart,191442,4326567
Forget.,325,3,3,Donna Lynch,262693,3561219
Husband agree.,597,3,2,Traci Holloway,272317,2156188
Source.,862,3,3,Robert Lee,377457,5371873
Summer yes.,262,1,1,Mario Koch,293141,2256512
Would national.,698,1,9,Walter Malone,161700,4369630
Particular.,51,5,2,Anita Padilla,62652,6746837
Family.,285,4,8,James Watkins,61716,1357586
Blue.,386,5,6,Heather Lewis,281806,1254182
Physical thousand.,613,1,1,Robert Mckinney,146868,1543627
Well.,487,3,3,Daniel Skinner,281970,5624093
White.,272,4,1,Alexandra Hensley,101926,4252216
Class.,134,1,9,David Smith,176087,4824451
Ground huge.,847,4,4,Sean Schmitt,231894,5959921
Make.,845,1,4,Lauren Kaufman DVM,101092,5904857
A.,789,5,1,Anna Jensen,162050,3544576
Son.,315,5,6,Sean Cisneros,169087,1028069
Group source.,685,4,9,Karen Gonzales,144952,2866799
Hear ready.,380,3,8,Arthur Brooks,253867,1913607
Hand.,595,2,1,Sara Meza,322922,4501118
Example where.,825,5,10,Sean Werner MD,221448,3564939
Also support.,837,1,1,Jeremy Diaz,272323,2779805
Just.,149,3,5,David Taylor,364929,2947085
Your know.,251,5,9,Erin Anderson,260243,2067384
Market carry.,418,2,9,Travis Beck,357546,4550304
My Mrs.,881,1,6,Dr. Bill Rodriguez,147833,2450494
Sort.,888,1,1,Heather Porter,134839,2738583
Available.,749,5,6,Jeffrey Lee,292457,3893413
Start anyone.,149,5,5,Lauren Wu,303965,1027043
White idea.,893,2,1,Charles Carter,66398,6352831
Up.,738,4,8,Marie Decker,354738,5142482
Investment.,460,4,5,Jeremy Zimmerman,331282,5580159
Decision minute.,299,4,8,Jessica Daniels,285276,6072595
Draw.,355,2,9,Mary Taylor,334984,6913379
Lot.,202,1,9,Valerie Coleman,219863,2546844
Make good.,251,5,3,Valerie Burns,319573,2922358
Nearly but.,717,5,5,Sarah Reid,118130,6219119
Reflect.,951,5,4,Jose James,346257,5508399
Staff.,160,4,3,Martin Bishop,91610,1741817
Scientist.,243,4,10,Megan Hansen,320221,2457154
West watch.,718,1,4,Alison Paul,316882,1925161
However adult.,219,5,7,Daniel Martinez,253851,2800036
Outside.,125,4,7,Aaron Simmons,258545,6509859
When full.,91,1,2,Amber Jackson,399690,2599454
Memory big.,42,1,2,Darrell Davies,165475,2222115
Effort investment.,727,5,4,Jennifer Morales,211694,4722275
Seek store.,50,4,10,Stephen Vasquez,351113,4390732
Individual recognize.,814,1,9,Troy Kirby,139303,5518444
Game.,70,4,10,Thomas Brandt,281729,5824881
Career.,850,5,1,Brenda Sampson,189159,3399932
There.,797,5,7,Richard Green,245211,5472110
Especially.,536,1,10,Melissa Cooper,148711,6031203
Natural set.,592,4,5,John Bates,225246,3615996
Decision magazine.,162,5,5,Anthony Edwards,81205,3386001
Thank.,787,5,4,Marcia Rogers,286100,1826815
Such.,575,5,1,Sandra Butler,202516,6156945
Huge.,597,2,1,Kristin Massey,398101,2967672
From last.,524,5,9,Connor Brown,105788,3163222
Degree nation.,687,5,6,Jill Riley,117954,6381717
Bring card.,198,4,2,Carla Esparza,240330,5459177
Term.,331,5,10,Timothy Russell,354101,1802945
Already growth.,561,2,3,Christopher Martin,236606,4434410
Help.,230,1,4,Ernest Elliott,91446,5867659
Away.,125,4,8,Richard Bird,196926,2236750
Strong walk.,950,2,5,Chelsea Williams,199291,5298742
View.,506,1,4,Kyle Jordan,383213,1745026
Item.,792,1,2,Katherine Underwood,186084,5444406
Time body.,194,2,5,James Orr,242259,3266854
Meeting owner.,75,2,8,Sean Mack,251327,2336471
Edge.,448,2,8,Matthew Peterson,321769,2683009
Father forget.,496,3,2,Charles Houston,62150,4812405
We young.,900,4,3,Alexis Tucker,281636,1155498
Owner.,96,5,8,Patricia May,72455,1449852
Bit.,400,3,5,Troy Richardson,224712,4981229
Throw night.,615,2,4,Colleen Gonzalez,260436,6293328
Listen why.,36,2,10,Caroline Nixon,230614,6167930
What big.,361,5,7,Brandon Hudson,159717,6853201
Water.,628,3,7,David Cabrera,308202,1067134
Bit up.,166,2,3,Carlos Flores,115958,6874432
Feel.,676,3,2,Timothy Mueller,139939,2826650
Lawyer likely.,540,4,3,Laura Peters,120452,5079868
Send player.,915,4,5,Brett Huang,263154,4028166
Hospital travel.,914,3,8,Jeremy Jackson,97744,1453103
Next.,643,3,6,Samantha Hoover,283423,1181946
Stop use.,774,2,8,Ashley Levine,312279,3755846
Before.,546,1,8,Timothy Nichols,230462,2144766
Nature.,496,3,2,Ashley Cooke,199571,1550945
He agency.,837,4,3,Jessica Sullivan,73262,4710384
Issue.,428,2,3,Tanner Stephens,364872,6398809
Writer.,174,5,5,Terry Franklin,317874,1130237
Available.,196,3,4,Michael Garrison,361330,2246998
Ten police.,80,4,6,Kathleen Lawrence,333462,1756053
Use.,46,1,10,Allison Thompson,60608,1486284
Can mind.,538,2,9,Patrick Espinoza,69162,4925556
A.,420,3,9,Tyler Gallagher,340126,1000755
Order relate.,154,3,5,Natalie Lewis,93559,2309506
Wide produce.,123,2,9,James Lam,395008,3742152
Interesting.,118,4,3,Charles Johnson,252787,5520692
Source teacher.,204,5,9,Whitney Gordon,261418,1746178
Nearly.,645,5,3,Aaron Gutierrez,249820,3884373
Trade.,362,3,10,Robert Bell,235499,5623947
Similar while.,68,4,3,John Carter,300302,4424274
Nation.,751,5,7,Bradley Wright,266021,2807196
Blood.,287,5,6,Sarah Hogan,227592,1207216
Fill group.,710,2,10,Morgan Dorsey,98725,4820867
Such long.,54,2,6,Dr. Gregory Chapman,172060,4207444
Message.,395,2,3,Mary Rodriguez,329761,6242301
Easy later.,192,5,7,Kristina Gonzales,130908,6023277
More.,113,1,7,Heather Grant,174793,1743491
Special yourself.,614,5,1,Tammy Perez,223238,2334160
Idea.,314,1,7,James Hurst,143900,5266205
Push grow.,79,4,3,Ryan Thomas,202925,2361513
Answer.,874,4,2,Jason Fisher,286079,1283651
Detail young.,662,1,3,Jacqueline Orozco,192557,4371996
In writer.,102,2,5,David Miller,311844,4054627
Ahead.,769,3,7,Miranda Gonzalez,97481,6420502
Give.,17,2,5,Brandi Dalton,217137,5142560
City single.,21,1,5,Scott Bailey,321242,5572076
Keep.,617,1,9,Ashley Garrett,362209,1963533
Rate.,481,5,7,Chad Thompson,170911,3619864
Stop.,880,2,6,Jessica Miller,145454,6944845
Of security.,286,3,5,Dale Gonzales,327876,6534212
Nation conference.,664,5,9,Autumn Riley,255940,2422439
Pressure.,70,5,4,Stephen Campbell,373177,1269533
Enough paper.,842,2,2,Teresa Morrow,169667,2746740
Including soon.,737,4,8,Evelyn Davila,322598,4021342
Capital fund.,610,3,5,Ashley Smith,74523,5883370
Meeting movement.,138,4,9,Leah Cain,320356,6478663
Mouth.,988,5,9,Brooke Simpson,268639,6319835
Base.,82,1,1,Anita Smith,151067,3638083
Whole window.,791,1,4,Charles Davis,83477,1876999
Fly perhaps.,705,4,6,Amber Gill,398018,1390978
Enter.,31,1,2,Lisa Doyle,235037,6908954
Something.,315,5,5,Donna Roy,209889,3722651
Successful return.,341,2,6,Charles Castaneda,264134,1020441
If she.,747,4,9,Tiffany Smith,187019,6010025
American well.,436,2,9,Robert Walton,65436,3969256
Analysis reduce.,405,1,2,Erin Munoz,158208,4032078
Already management.,581,2,8,Amy Barrett,268680,2481625
She.,815,3,1,Travis Davis,274303,6674757
Us song.,101,4,9,Lauren Nguyen,352299,3404406
Already.,281,3,7,Tami Middleton,211020,2727380
Throughout.,118,4,7,Kelly Schneider,109780,2576555
Tv.,563,4,2,Rebecca Collins,384893,2011714
Serve.,1000,5,7,Sarah Powell,244521,3378542
Town.,574,5,9,Deborah Franklin,196611,3017821
Media.,828,1,6,Michael English,399024,3766888
Month.,560,5,2,Francisco Smith,135212,4117275
Positive.,35,4,8,Tracy Stanton,366077,6894845
Charge onto.,600,4,8,Gregory Kemp,236586,3200847
Blood south.,619,2,7,Lori Grant,191455,5485825
Parent.,778,2,2,Jeffrey Stein,125834,4164508
Whom wrong.,943,1,2,Erica Sanford,383393,5964788
Know might.,966,5,4,Susan Richards,155931,6757098
Employee.,186,3,3,Elijah Bates,383091,5043784
Same.,730,4,2,Christine Williams,221846,4212852
Hand.,363,1,10,Brandon Chaney,262897,1535537
Voice.,613,3,10,Eric Carpenter,228261,1070788
Down that.,613,1,1,Angela Johnston,195711,3731849
Arm.,226,3,6,Mr. Brian Crawford,265224,1962548
Suddenly color.,887,4,4,Erin Chandler,73834,3486217
Interest.,152,4,4,Theresa Howe,246426,5787266
Tv customer.,536,2,3,Michael Burke,72040,2289683
All certainly.,422,4,1,Jason Goodwin,350316,6731589
Special.,563,5,3,Brent Love,330436,5317839
Husband actually.,65,2,5,Daniel Williams,66543,5555114
Visit officer.,328,4,6,Sherri Strickland,175434,1423684
Experience.,165,2,5,Shannon Williams,149931,2688533
Keep care.,773,2,8,Amanda Webb,288353,1438629
Really.,619,5,8,Joshua Taylor,107443,6040071
Set green.,623,5,10,Gwendolyn Williams,108025,4530535
Learn peace.,405,1,10,Sean Dean,104901,3674056
Position parent.,447,1,10,Christopher Miller II,332119,3442892
Member adult.,570,2,8,Antonio Cox,190029,3926188
Condition within.,894,1,9,Tara Benson,150996,4287497
Week none.,410,5,2,Amy Forbes,167696,6594850
Article.,830,3,8,Jennifer Hill,168175,4774644
Employee day.,455,1,7,Maria Dominguez,181514,3524052
Kind sell.,204,5,3,Justin Jones,244622,3917434
Provide.,413,1,1,Jose Nichols,91183,3648226
Read recognize.,465,4,2,Ricky Goodwin,212965,4615912
Position series.,294,3,4,Danielle Ortiz,250608,1807785
Fish.,196,1,9,Isaac Kim,323510,4799881
Painting.,415,4,5,Antonio Nunez,177828,4477644
Suggest executive.,334,3,5,Laura Warren,193425,5576226
Table history.,891,5,7,Mr. Christian Adams,161062,1958346
Perhaps his.,464,1,9,Jennifer May,345188,1262826
Kitchen animal.,659,5,6,Theresa Green,193961,5052496
Occur wind.,59,1,7,Michael Dickson,369925,1348574
Admit.,512,2,7,James Alvarado,62121,5341358
Alone.,588,3,6,Bradley Thompson,302444,2653994
Onto but.,489,5,4,Amanda Gregory,167029,5231133
Very.,216,4,4,Jennifer Ferguson,279765,5394395
Deal.,169,2,1,Reginald Smith,141139,6897442
Idea.,340,4,8,Jennifer Lee,381058,5376579
Hot respond.,2,3,4,Brooke Carroll,222421,5367477
Experience throw.,362,2,3,Chelsey Miller,109556,1624129
Mission not.,298,5,7,Robert Rhodes,398262,2510250
Office.,52,2,1,Kelly Goodwin,371196,6177279
Mean.,119,5,8,Dawn Knapp,141956,4266433
Then.,350,3,3,Kelli Lee,86961,4194803
Table.,821,1,8,Nancy Taylor,170300,5703951
Order political.,889,3,1,Mark Jones MD,308292,6346764
Evening buy.,990,3,6,John Schmidt,166715,5968193
Environment.,311,3,1,Shannon Rose,151170,3830274
Lose six.,42,3,5,Melanie Ramos,392449,3536980
Beautiful station.,149,1,5,Kimberly Grimes,229476,4743575
Effect.,962,3,6,Elizabeth Lee,70428,5601759
Consider move.,654,4,1,Brandon Garcia,180876,5392061
Would.,745,4,1,Timothy Howell,110200,2152920
Field hand.,95,4,2,Joseph Hart,334412,3701811
Suffer.,227,3,9,Joshua Barrett,350588,6438736
More.,482,3,3,Ellen Harding,312857,1353413
Total their.,289,3,5,Angela Padilla,241028,2063121
Special modern.,682,4,9,Katherine Palmer,371341,6181993
Movement receive.,610,3,7,Amanda Livingston,223043,1896444
Remember.,896,1,9,Jeffrey Allen,85709,6334540
Report.,784,5,3,Michael Lewis,176159,2975664
Clearly establish.,94,2,4,John Taylor,209013,6596618
Security everyone.,261,4,8,David Warren,154919,5671874
Threat.,696,3,8,Courtney Green,127795,4848141
Gun.,329,2,10,Kelsey Fischer,332994,5239605
Discussion.,544,1,7,Adam Frost,297472,6970186
Congress.,439,4,10,Jessica Hawkins,389693,2482346
