CustomerId,PlanType,StartDate,EndDate,BillingAmount,AutoRenew
557,Family,2025-03-14,2025-10-06,9.99,0
2565,Student,2024-12-24,2025-10-07,9.99,0
1957,Family,2024-08-16,2025-12-06,9.99,0
2525,Free,2023-11-27,2026-03-15,9.99,1
1695,Premium,2024-01-24,2025-12-31,9.99,0
3535,Family,2025-02-26,2026-01-22,9.99,1
2989,Premium,2024-12-12,2025-10-12,9.99,0
1879,Family,2024-01-30,2026-02-12,9.99,1
3311,Basic,2025-03-28,2025-06-28,9.99,0
234,Student,2024-01-25,2025-09-01,9.99,0
3208,Premium,2023-06-04,2025-08-14,9.99,1
110,Family,2025-02-09,2026-04-16,9.99,0
2428,Free,2024-03-10,2026-01-06,9.99,0
2936,Family,2023-11-25,2025-06-27,9.99,1
2935,Free,2023-05-05,2025-09-03,9.99,1
275,Family,2024-08-07,2026-04-13,9.99,0
3089,Basic,2025-04-08,2026-04-25,9.99,1
1618,Premium,2024-01-09,2026-02-02,9.99,0
825,Free,2023-11-03,2025-07-01,9.99,0
4799,Free,2024-02-24,2025-11-23,9.99,0
1361,Family,2024-03-18,2025-12-22,9.99,0
86,Free,2024-06-18,2025-06-16,9.99,1
3037,Free,2024-05-16,2025-06-08,9.99,0
350,Student,2024-03-28,2025-11-06,9.99,1
4624,Basic,2025-02-26,2025-08-04,9.99,1
797,Free,2024-04-07,2025-11-13,9.99,1
3241,Student,2024-09-07,2026-02-20,9.99,1
2945,Student,2024-10-08,2025-11-24,9.99,1
1895,Family,2024-01-05,2026-02-07,9.99,0
2023,Premium,2024-07-28,2025-08-12,9.99,0
2698,Family,2023-07-19,2026-01-01,9.99,0
3565,Student,2023-05-24,2025-12-15,9.99,1
2618,Premium,2024-07-31,2025-12-15,9.99,1
1148,Basic,2024-11-01,2025-12-08,9.99,1
3130,Family,2023-08-23,2025-09-11,9.99,0
4295,Basic,2024-06-18,2025-08-29,9.99,0
1987,Student,2024-09-26,2025-09-23,9.99,0
1703,Basic,2025-02-18,2025-06-17,9.99,0
2804,Premium,2023-07-23,2026-03-27,9.99,1
2909,Free,2024-06-09,2026-04-09,9.99,1
1983,Family,2023-12-25,2025-11-27,9.99,1
3997,Free,2023-05-24,2025-10-02,9.99,1
2939,Family,2025-04-03,2026-03-12,9.99,0
3617,Premium,2025-01-10,2026-03-01,9.99,1
4838,Family,2023-04-27,2025-10-27,9.99,1
4636,Premium,2024-04-03,2025-11-01,9.99,1
3335,Free,2024-06-28,2025-07-08,9.99,0
33,Free,2024-09-25,2025-09-05,9.99,0
4756,Premium,2024-04-06,2025-07-10,9.99,1
1896,Free,2024-12-30,2025-12-07,9.99,1
2698,Free,2025-04-15,2025-07-10,9.99,1
4496,Basic,2023-06-27,2026-02-04,9.99,1
726,Family,2024-04-11,2025-08-17,9.99,0
4868,Basic,2025-01-29,2025-06-25,9.99,0
2807,Basic,2023-06-26,2026-02-08,9.99,1
2827,Free,2023-05-10,2026-03-26,9.99,1
3058,Student,2024-01-18,2025-06-21,9.99,0
3929,Free,2023-08-14,2025-06-15,9.99,1
1405,Basic,2023-05-29,2025-06-22,9.99,0
386,Student,2023-05-09,2025-06-09,9.99,0
2966,Student,2025-01-01,2025-06-25,9.99,0
1267,Student,2023-10-06,2025-08-26,9.99,0
4444,Premium,2025-04-06,2025-06-05,9.99,1
1119,Family,2024-01-12,2025-09-29,9.99,0
3696,Family,2024-05-31,2025-12-08,9.99,1
225,Free,2023-09-11,2025-08-11,9.99,1
2071,Basic,2023-11-15,2026-01-22,9.99,1
4222,Family,2024-07-08,2026-03-11,9.99,1
540,Student,2024-05-22,2026-03-29,9.99,1
3759,Student,2024-02-19,2026-03-30,9.99,1
3834,Family,2024-02-12,2026-01-18,9.99,0
3251,Family,2023-09-06,2025-09-10,9.99,0
142,Basic,2024-07-15,2026-01-28,9.99,0
4301,Family,2023-07-22,2025-10-18,9.99,1
4730,Premium,2024-09-22,2025-12-06,9.99,1
1254,Student,2024-06-28,2025-10-29,9.99,0
803,Family,2024-02-27,2025-07-19,9.99,1
3214,Free,2023-12-17,2025-11-29,9.99,0
3699,Free,2023-08-13,2025-12-30,9.99,0
1610,Free,2024-02-25,2025-09-02,9.99,1
1728,Free,2024-03-21,2026-01-26,9.99,1
1182,Premium,2024-02-07,2026-02-07,9.99,1
362,Basic,2024-07-22,2025-08-31,9.99,1
1424,Student,2023-08-03,2025-10-19,9.99,1
4401,Basic,2023-11-14,2025-07-17,9.99,1
2221,Free,2025-03-25,2025-08-18,9.99,0
3102,Family,2025-02-03,2025-10-03,9.99,0
603,Family,2024-02-23,2026-03-24,9.99,1
2819,Student,2023-11-28,2026-04-22,9.99,1
2351,Free,2024-01-31,2025-09-27,9.99,0
1308,Basic,2024-03-10,2025-12-23,9.99,0
3898,Premium,2024-02-02,2025-10-04,9.99,1
2061,Student,2023-12-13,2026-01-26,9.99,0
4214,Basic,2025-03-09,2026-01-16,9.99,0
2788,Basic,2023-07-30,2026-04-20,9.99,0
1089,Basic,2025-01-21,2026-01-04,9.99,1
1724,Basic,2023-09-25,2025-10-10,9.99,1
2615,Basic,2024-12-13,2026-04-15,9.99,0
4137,Free,2024-02-22,2025-12-11,9.99,1
2656,Family,2024-07-08,2025-09-18,9.99,0
4999,Free,2024-06-29,2026-02-27,9.99,1
3332,Premium,2023-11-26,2025-12-27,9.99,0
2625,Basic,2024-12-16,2025-06-24,9.99,1
953,Premium,2025-02-23,2025-09-24,9.99,0
1384,Free,2024-02-23,2025-12-24,9.99,0
29,Premium,2024-07-10,2025-06-27,9.99,1
2768,Family,2024-04-04,2025-06-25,9.99,1
4321,Student,2024-03-05,2025-11-18,9.99,0
4955,Student,2024-08-27,2025-11-08,9.99,1
2259,Basic,2023-11-28,2026-04-16,9.99,1
4386,Family,2024-05-18,2025-06-25,9.99,1
4038,Basic,2025-01-31,2025-07-26,9.99,0
1200,Free,2024-08-08,2026-04-18,9.99,0
2654,Premium,2023-09-20,2025-10-15,9.99,0
4829,Basic,2025-04-13,2026-03-22,9.99,0
2081,Premium,2024-03-08,2025-06-13,9.99,1
3443,Free,2023-06-02,2025-07-17,9.99,1
1250,Student,2023-08-28,2025-11-20,9.99,1
2133,Family,2024-02-10,2025-10-06,9.99,1
937,Student,2025-04-02,2025-10-16,9.99,1
4208,Student,2023-06-01,2025-12-02,9.99,0
415,Basic,2024-11-09,2025-10-27,9.99,0
2837,Family,2025-01-03,2026-02-12,9.99,1
1594,Free,2025-01-20,2025-12-03,9.99,1
2658,Family,2024-02-06,2026-02-12,9.99,0
3242,Premium,2024-08-01,2025-09-05,9.99,0
78,Family,2025-04-22,2026-04-06,9.99,0
4324,Premium,2024-08-07,2025-06-02,9.99,1
3092,Student,2024-11-08,2025-12-05,9.99,1
3527,Premium,2024-12-12,2025-09-20,9.99,0
3992,Free,2023-09-05,2025-07-23,9.99,0
445,Student,2023-09-14,2026-01-19,9.99,0
3056,Basic,2025-03-30,2025-08-29,9.99,1
4027,Family,2023-06-03,2025-07-29,9.99,0
413,Basic,2023-06-19,2025-10-14,9.99,1
4634,Premium,2024-10-03,2025-11-25,9.99,0
4488,Premium,2024-05-20,2026-02-24,9.99,0
64,Free,2024-02-24,2025-11-24,9.99,1
794,Basic,2024-07-28,2025-10-15,9.99,0
1419,Premium,2024-02-09,2026-04-10,9.99,0
4094,Basic,2023-05-12,2025-07-21,9.99,1
2903,Family,2024-08-12,2026-02-11,9.99,1
4823,Family,2024-02-28,2025-07-16,9.99,0
3915,Family,2023-06-24,2025-11-22,9.99,0
724,Premium,2023-09-07,2025-11-10,9.99,0
4312,Family,2023-08-20,2025-06-13,9.99,1
3915,Premium,2025-01-02,2025-07-22,9.99,0
2286,Basic,2024-02-09,2026-01-10,9.99,1
2566,Family,2024-03-03,2025-10-18,9.99,0
2175,Premium,2024-06-15,2025-08-07,9.99,1
1222,Basic,2024-09-17,2026-04-16,9.99,0
2933,Family,2023-09-03,2025-06-10,9.99,0
49,Premium,2023-09-14,2025-07-06,9.99,0
1689,Basic,2023-11-18,2025-08-21,9.99,0
2357,Premium,2023-09-28,2025-07-12,9.99,1
1898,Family,2024-09-17,2025-08-31,9.99,0
3150,Student,2023-06-18,2025-11-19,9.99,1
163,Basic,2024-02-16,2026-01-24,9.99,0
3863,Student,2023-05-27,2025-08-18,9.99,1
2395,Free,2024-05-05,2026-04-25,9.99,0
3398,Student,2024-06-29,2025-11-04,9.99,1
2022,Premium,2024-07-19,2026-04-04,9.99,1
1345,Basic,2023-06-09,2025-10-03,9.99,1
1357,Family,2024-06-05,2025-12-17,9.99,1
4024,Family,2023-06-29,2025-07-22,9.99,1
2419,Premium,2024-06-17,2025-05-31,9.99,0
2990,Student,2024-07-27,2025-10-04,9.99,1
3141,Free,2024-08-03,2025-10-12,9.99,0
2008,Student,2024-07-17,2025-08-27,9.99,0
1395,Premium,2024-01-10,2025-09-26,9.99,0
1578,Premium,2024-06-08,2025-11-06,9.99,1
4014,Student,2024-12-22,2025-05-28,9.99,0
1087,Student,2024-07-15,2025-06-18,9.99,1
4686,Family,2024-04-28,2025-06-16,9.99,0
2531,Premium,2024-09-19,2025-08-22,9.99,0
1013,Premium,2025-04-10,2025-11-01,9.99,0
670,Student,2025-01-09,2026-01-03,9.99,0
3162,Family,2023-12-20,2025-06-06,9.99,1
4845,Premium,2024-12-06,2026-01-15,9.99,0
4192,Student,2024-08-24,2025-12-15,9.99,0
4524,Premium,2024-06-13,2025-10-03,9.99,1
3493,Family,2024-04-15,2025-09-14,9.99,1
1970,Basic,2024-05-22,2025-06-18,9.99,1
843,Student,2023-10-24,2025-10-18,9.99,1
3445,Basic,2024-09-13,2025-09-26,9.99,1
1881,Free,2024-10-22,2025-09-26,9.99,0
894,Free,2024-03-22,2026-04-22,9.99,0
977,Basic,2024-06-12,2026-02-27,9.99,0
2033,Basic,2024-01-24,2026-03-25,9.99,1
2698,Premium,2023-09-19,2025-08-31,9.99,1
3620,Family,2024-01-26,2025-12-12,9.99,1
3124,Family,2025-01-05,2025-09-24,9.99,0
652,Free,2024-10-28,2025-07-11,9.99,1
2992,Basic,2023-06-15,2026-03-05,9.99,0
2800,Family,2024-06-29,2025-08-12,9.99,1
2093,Free,2024-07-02,2025-06-17,9.99,0
4877,Student,2024-12-16,2026-01-17,9.99,0
3036,Family,2025-01-15,2026-02-18,9.99,1
979,Student,2024-08-28,2026-04-02,9.99,1
1505,Student,2024-08-22,2026-03-31,9.99,0
1139,Premium,2024-08-25,2026-01-27,9.99,1
2590,Family,2024-01-21,2025-09-30,9.99,1
284,Basic,2025-01-26,2026-01-04,9.99,1
4775,Basic,2023-11-10,2025-10-13,9.99,1
4886,Free,2025-02-11,2025-08-19,9.99,0
4293,Student,2024-01-31,2025-08-18,9.99,1
733,Family,2025-02-18,2025-07-30,9.99,1
3825,Basic,2023-09-17,2026-01-01,9.99,0
2800,Premium,2023-09-16,2025-09-08,9.99,1
2813,Family,2023-12-17,2025-08-24,9.99,1
4035,Student,2024-11-20,2026-02-06,9.99,0
3188,Free,2023-10-28,2026-03-17,9.99,1
2059,Basic,2025-02-13,2025-10-07,9.99,1
4057,Family,2024-03-06,2025-11-28,9.99,1
1421,Family,2023-09-08,2026-03-03,9.99,0
4624,Premium,2024-06-20,2025-07-23,9.99,1
2064,Premium,2023-08-11,2025-07-07,9.99,1
225,Basic,2023-10-18,2025-07-16,9.99,0
778,Student,2024-10-31,2025-12-19,9.99,1
4179,Free,2024-09-18,2025-12-12,9.99,0
4722,Basic,2023-11-16,2026-01-25,9.99,0
2097,Family,2024-12-04,2025-12-31,9.99,0
3406,Basic,2023-12-18,2025-09-26,9.99,0
4294,Family,2025-01-26,2026-01-07,9.99,1
3195,Free,2024-09-26,2025-08-14,9.99,0
3519,Basic,2025-01-11,2026-01-14,9.99,0
3390,Basic,2023-09-12,2025-06-16,9.99,0
4375,Family,2023-11-03,2026-04-05,9.99,0
3109,Premium,2025-02-14,2026-02-27,9.99,1
3464,Free,2024-12-01,2025-07-19,9.99,1
2564,Free,2024-02-10,2026-01-17,9.99,1
3601,Family,2024-03-10,2025-06-30,9.99,1
4200,Free,2023-08-13,2025-09-29,9.99,0
928,Free,2024-07-16,2026-02-21,9.99,0
2090,Premium,2023-12-15,2026-03-10,9.99,0
976,Free,2025-01-02,2026-02-20,9.99,0
1181,Family,2023-07-01,2025-06-12,9.99,1
2519,Free,2023-04-27,2025-10-11,9.99,0
565,Free,2023-08-15,2026-01-30,9.99,1
3573,Student,2025-01-08,2025-10-18,9.99,0
1087,Basic,2023-06-12,2025-06-09,9.99,1
3466,Free,2024-02-05,2025-11-01,9.99,1
3172,Premium,2024-03-09,2026-01-13,9.99,1
4378,Basic,2024-04-12,2025-09-21,9.99,0
2322,Student,2024-01-07,2026-03-08,9.99,1
2280,Premium,2023-11-28,2025-11-02,9.99,1
3761,Premium,2024-10-02,2025-09-28,9.99,1
1891,Free,2024-11-14,2025-11-20,9.99,1
478,Free,2024-11-13,2025-09-27,9.99,0
385,Free,2023-06-27,2025-11-06,9.99,0
1135,Free,2023-10-31,2025-06-07,9.99,1
215,Basic,2023-07-18,2026-04-07,9.99,1
3345,Student,2023-11-03,2025-06-08,9.99,0
79,Free,2024-12-12,2025-07-17,9.99,0
3003,Free,2024-11-20,2026-03-20,9.99,0
4390,Basic,2023-10-14,2026-04-01,9.99,1
1386,Basic,2025-03-18,2026-03-24,9.99,1
897,Family,2024-04-01,2025-08-11,9.99,1
4221,Student,2024-09-14,2025-12-07,9.99,1
346,Free,2024-12-08,2025-07-14,9.99,0
1276,Premium,2024-09-16,2025-12-20,9.99,0
2311,Premium,2025-01-29,2025-12-25,9.99,1
3776,Family,2024-06-06,2025-07-24,9.99,0
1772,Family,2024-10-28,2026-03-29,9.99,0
655,Family,2025-04-17,2025-06-11,9.99,1
876,Student,2024-01-13,2026-04-07,9.99,0
3484,Free,2023-06-13,2026-01-14,9.99,1
3081,Basic,2024-02-15,2026-03-10,9.99,0
2791,Family,2024-12-19,2026-01-24,9.99,1
1255,Family,2024-06-26,2025-12-25,9.99,1
1112,Premium,2025-03-31,2026-01-09,9.99,0
2323,Free,2024-04-02,2025-06-06,9.99,1
3504,Free,2023-08-06,2025-07-30,9.99,0
3016,Student,2025-03-04,2025-12-29,9.99,0
3265,Free,2023-08-15,2025-10-27,9.99,1
4473,Free,2023-06-30,2025-06-07,9.99,1
4073,Family,2023-05-30,2025-11-15,9.99,0
1638,Basic,2024-11-28,2026-02-10,9.99,0
2899,Free,2024-02-28,2025-11-16,9.99,1
258,Free,2023-07-05,2025-08-16,9.99,0
63,Student,2023-07-09,2025-08-05,9.99,0
2046,Premium,2024-07-25,2026-01-15,9.99,0
1243,Free,2023-09-25,2026-04-21,9.99,1
316,Family,2024-11-18,2026-01-06,9.99,0
4160,Premium,2024-10-31,2025-09-14,9.99,0
937,Family,2024-07-15,2025-09-11,9.99,1
4058,Free,2023-12-24,2026-01-18,9.99,1
257,Free,2024-12-11,2025-06-24,9.99,1
1248,Family,2024-02-29,2026-01-05,9.99,0
2316,Premium,2024-11-11,2025-12-05,9.99,0
1035,Free,2024-08-26,2025-06-03,9.99,0
3175,Free,2024-04-22,2025-09-03,9.99,0
2729,Basic,2023-10-26,2026-04-14,9.99,1
3200,Basic,2024-11-30,2025-06-04,9.99,1
3599,Student,2023-05-01,2025-12-03,9.99,1
1904,Student,2023-12-29,2025-08-25,9.99,1
46,Premium,2023-05-25,2025-10-13,9.99,0
3988,Student,2024-10-02,2025-09-29,9.99,0
3447,Premium,2024-12-30,2025-12-08,9.99,1
1601,Free,2023-11-08,2026-03-12,9.99,1
268,Free,2024-02-16,2025-08-16,9.99,0
4075,Basic,2024-06-01,2025-08-10,9.99,1
2691,Free,2023-12-13,2026-03-10,9.99,0
2970,Free,2024-02-16,2025-10-27,9.99,1
3186,Basic,2024-07-19,2025-11-14,9.99,0
3548,Premium,2023-07-06,2025-06-30,9.99,1
4666,Basic,2024-01-11,2026-03-17,9.99,0
2364,Free,2024-12-06,2025-11-09,9.99,1
967,Family,2024-04-18,2025-11-12,9.99,1
438,Student,2023-09-28,2026-04-17,9.99,0
654,Free,2024-04-05,2025-09-28,9.99,0
2652,Premium,2024-12-04,2025-09-21,9.99,0
4088,Basic,2024-01-19,2026-01-02,9.99,1
518,Basic,2024-01-06,2026-01-07,9.99,1
1542,Basic,2025-03-10,2025-12-20,9.99,0
1219,Student,2023-08-02,2025-12-18,9.99,1
2247,Student,2024-02-18,2026-01-22,9.99,1
3991,Family,2023-09-21,2025-11-29,9.99,1
4757,Premium,2023-12-22,2025-07-29,9.99,1
4501,Family,2023-06-26,2025-07-21,9.99,0
4962,Student,2023-12-17,2025-08-14,9.99,0
140,Free,2025-01-24,2025-09-08,9.99,1
2020,Free,2024-04-27,2025-09-12,9.99,1
721,Basic,2024-08-29,2026-02-04,9.99,0
3703,Family,2024-05-11,2025-07-01,9.99,0
930,Student,2023-06-24,2025-10-22,9.99,0
1390,Family,2025-02-25,2025-07-30,9.99,0
3617,Free,2023-05-22,2026-03-14,9.99,1
1678,Free,2023-08-10,2025-10-08,9.99,0
2200,Student,2024-03-03,2025-07-21,9.99,1
3806,Family,2024-03-18,2026-03-28,9.99,1
1470,Family,2024-09-26,2025-09-25,9.99,0
4578,Premium,2024-07-16,2025-09-27,9.99,0
3851,Basic,2025-04-16,2026-01-04,9.99,0
707,Premium,2024-08-31,2025-11-28,9.99,1
2309,Family,2024-05-26,2025-07-28,9.99,0
3756,Free,2025-03-24,2025-10-01,9.99,0
1692,Premium,2024-09-06,2026-04-04,9.99,1
754,Family,2024-04-13,2026-02-24,9.99,0
1845,Basic,2025-01-31,2025-06-09,9.99,1
290,Family,2023-06-22,2025-12-20,9.99,1
142,Student,2023-10-01,2026-01-18,9.99,0
3040,Family,2023-06-09,2025-10-09,9.99,1
4561,Premium,2023-11-23,2026-04-09,9.99,1
130,Premium,2023-12-27,2025-10-03,9.99,0
537,Family,2024-07-30,2025-11-12,9.99,0
3076,Family,2024-06-17,2026-04-24,9.99,1
2578,Premium,2023-09-25,2025-12-19,9.99,1
4350,Premium,2024-06-10,2026-02-11,9.99,0
4463,Premium,2024-06-16,2025-07-19,9.99,1
4077,Basic,2024-02-01,2026-02-14,9.99,0
234,Student,2023-05-09,2025-09-03,9.99,1
4738,Student,2024-08-22,2026-02-10,9.99,0
2886,Free,2024-08-29,2025-12-06,9.99,0
2587,Basic,2024-10-19,2025-05-29,9.99,0
2754,Premium,2025-04-09,2026-04-17,9.99,1
4618,Basic,2024-03-05,2026-01-24,9.99,1
1014,Premium,2024-10-01,2025-11-23,9.99,0
1381,Family,2024-07-01,2025-10-30,9.99,1
4334,Premium,2023-08-01,2026-02-09,9.99,1
3096,Student,2024-12-11,2026-03-16,9.99,0
4419,Student,2024-07-26,2025-11-18,9.99,0
4618,Basic,2024-09-27,2025-09-25,9.99,1
3687,Family,2024-09-20,2026-03-25,9.99,1
1288,Free,2023-06-30,2025-08-16,9.99,0
589,Basic,2024-12-04,2025-09-05,9.99,1
1480,Basic,2024-02-22,2026-03-24,9.99,1
3262,Free,2024-02-18,2026-04-05,9.99,1
2345,Student,2024-09-17,2026-01-25,9.99,1
4311,Basic,2023-05-05,2025-06-08,9.99,0
1358,Basic,2024-03-24,2025-10-06,9.99,1
3891,Basic,2024-01-04,2025-08-25,9.99,0
23,Student,2023-10-17,2025-07-18,9.99,1
885,Free,2023-09-27,2025-10-12,9.99,0
4871,Student,2023-06-15,2026-01-11,9.99,0
565,Free,2024-10-02,2025-06-04,9.99,0
1034,Basic,2024-12-31,2025-06-13,9.99,1
20,Free,2023-08-03,2025-08-14,9.99,0
458,Family,2024-05-01,2025-09-22,9.99,0
1071,Family,2024-10-10,2025-12-01,9.99,1
3204,Student,2024-02-21,2026-02-18,9.99,0
990,Premium,2023-10-15,2025-09-13,9.99,1
3753,Family,2023-08-01,2025-12-22,9.99,1
3470,Basic,2024-05-27,2025-11-09,9.99,1
4,Student,2023-07-08,2025-07-03,9.99,0
1882,Free,2023-09-26,2025-09-26,9.99,1
1194,Free,2024-08-19,2025-09-26,9.99,0
3041,Premium,2025-04-05,2025-12-08,9.99,1
2012,Premium,2024-07-24,2025-06-13,9.99,1
70,Family,2023-12-08,2025-07-05,9.99,1
2876,Basic,2024-09-23,2025-10-22,9.99,0
1321,Premium,2023-10-03,2025-11-19,9.99,0
176,Student,2025-01-16,2025-11-24,9.99,0
4439,Family,2023-05-20,2026-02-27,9.99,1
4572,Student,2023-11-19,2026-01-28,9.99,0
91,Student,2024-03-06,2025-09-17,9.99,1
2880,Basic,2024-04-22,2025-08-30,9.99,1
4816,Premium,2025-01-13,2026-01-24,9.99,1
4625,Family,2025-01-01,2025-09-07,9.99,1
4421,Free,2023-12-16,2025-06-21,9.99,0
4382,Student,2024-03-22,2025-11-28,9.99,1
4750,Student,2024-12-03,2025-06-02,9.99,1
3266,Free,2023-07-29,2026-01-18,9.99,1
1443,Family,2025-01-10,2025-06-16,9.99,0
13,Basic,2024-03-06,2026-01-25,9.99,1
1014,Premium,2024-09-10,2025-07-26,9.99,0
2041,Family,2023-06-01,2025-12-26,9.99,0
1209,Free,2023-08-09,2026-01-16,9.99,0
3210,Premium,2024-09-26,2025-12-25,9.99,1
554,Premium,2024-07-14,2025-09-03,9.99,1
795,Basic,2023-05-18,2025-09-16,9.99,1
844,Basic,2024-12-15,2026-04-16,9.99,1
4197,Premium,2025-01-19,2025-10-25,9.99,0
1986,Student,2024-08-21,2026-01-30,9.99,0
3392,Free,2024-04-27,2025-07-10,9.99,0
1254,Student,2024-03-18,2026-01-23,9.99,1
2604,Basic,2024-07-13,2026-02-10,9.99,0
4277,Free,2025-02-12,2025-10-20,9.99,1
598,Free,2024-01-27,2025-10-01,9.99,1
1547,Basic,2025-04-03,2026-03-25,9.99,1
2752,Basic,2024-09-26,2026-01-27,9.99,0
1668,Family,2025-03-09,2025-11-21,9.99,1
4978,Free,2024-10-10,2026-04-18,9.99,1
3516,Student,2024-12-30,2026-04-14,9.99,0
4641,Free,2024-01-09,2025-10-13,9.99,0
1763,Student,2023-05-24,2025-09-29,9.99,0
2984,Free,2023-07-21,2025-08-24,9.99,1
4050,Student,2024-05-04,2026-02-06,9.99,1
1925,Free,2024-05-08,2026-01-11,9.99,1
1635,Family,2025-01-28,2025-11-08,9.99,0
1010,Basic,2025-01-09,2025-12-04,9.99,0
3287,Basic,2023-05-15,2025-11-21,9.99,0
172,Family,2024-05-03,2026-01-11,9.99,1
3516,Premium,2024-04-08,2025-11-18,9.99,1
3125,Family,2025-04-21,2025-08-25,9.99,1
4899,Student,2023-08-27,2026-02-01,9.99,0
4370,Basic,2024-03-14,2025-07-20,9.99,1
3471,Free,2024-06-20,2025-06-07,9.99,1
4524,Family,2024-10-27,2026-04-10,9.99,1
1324,Premium,2023-11-19,2025-05-31,9.99,0
2627,Free,2024-04-19,2026-03-07,9.99,0
1989,Free,2023-08-13,2025-08-13,9.99,0
271,Premium,2024-09-26,2025-11-15,9.99,1
2301,Premium,2025-03-24,2026-03-11,9.99,0
3767,Premium,2024-02-18,2025-08-25,9.99,0
3251,Basic,2024-01-17,2026-02-08,9.99,0
2038,Student,2023-08-27,2025-10-12,9.99,0
1745,Free,2023-04-29,2025-12-12,9.99,1
2978,Free,2024-09-11,2026-03-17,9.99,0
3916,Student,2023-08-22,2026-04-12,9.99,0
1615,Basic,2025-04-12,2025-09-10,9.99,0
4071,Free,2023-11-25,2025-07-28,9.99,1
3886,Premium,2024-12-02,2025-11-16,9.99,0
1824,Family,2023-07-20,2025-06-30,9.99,1
1051,Free,2023-06-14,2025-07-30,9.99,1
1401,Free,2025-01-09,2025-12-13,9.99,0
2663,Premium,2024-05-04,2025-09-08,9.99,0
686,Student,2023-09-12,2025-10-20,9.99,0
4323,Basic,2024-12-24,2025-05-31,9.99,1
1953,Family,2023-07-31,2026-01-12,9.99,1
1493,Premium,2024-09-22,2025-06-01,9.99,1
2255,Family,2025-04-10,2025-08-02,9.99,1
4535,Family,2024-11-13,2025-11-03,9.99,1
4630,Free,2024-05-08,2025-10-21,9.99,1
3184,Student,2024-10-25,2026-02-09,9.99,1
4926,Premium,2024-09-26,2026-01-12,9.99,0
4306,Free,2023-07-16,2025-09-26,9.99,0
526,Basic,2024-07-23,2025-12-15,9.99,1
1430,Student,2024-02-06,2025-10-20,9.99,1
2540,Basic,2023-11-04,2025-07-29,9.99,1
1990,Premium,2024-11-19,2025-12-29,9.99,0
4498,Free,2024-03-03,2025-07-10,9.99,0
3054,Family,2024-10-04,2026-02-17,9.99,0
1158,Student,2024-06-07,2026-01-24,9.99,1
4671,Free,2024-01-20,2026-01-14,9.99,0
3269,Free,2023-10-15,2026-01-20,9.99,0
4388,Student,2025-01-05,2025-08-14,9.99,0
4454,Free,2025-01-16,2025-06-11,9.99,1
4838,Free,2025-01-22,2025-08-12,9.99,0
1102,Family,2024-01-10,2025-12-11,9.99,1
2119,Free,2024-10-14,2026-04-11,9.99,0
1633,Student,2023-11-14,2026-01-18,9.99,0
2669,Premium,2023-10-08,2025-10-19,9.99,0
4753,Family,2023-09-11,2026-04-23,9.99,1
1878,Basic,2024-12-26,2026-01-22,9.99,0
4609,Free,2023-05-03,2025-12-12,9.99,1
2798,Premium,2024-01-21,2025-07-27,9.99,0
4256,Premium,2025-04-17,2025-08-03,9.99,1
1082,Free,2024-12-23,2025-11-30,9.99,1
1792,Free,2024-02-03,2025-11-25,9.99,0
2383,Free,2025-02-27,2025-10-11,9.99,1
459,Basic,2023-10-27,2026-02-09,9.99,0
3370,Free,2024-01-02,2025-07-19,9.99,1
1259,Premium,2024-11-19,2026-02-26,9.99,1
1802,Student,2024-04-19,2026-01-29,9.99,0
2987,Premium,2023-11-08,2025-11-27,9.99,1
357,Premium,2023-05-14,2025-09-25,9.99,0
551,Family,2024-10-12,2025-07-02,9.99,0
251,Student,2023-10-07,2025-06-28,9.99,0
1774,Student,2023-11-08,2025-08-31,9.99,1
2803,Student,2024-11-05,2025-08-07,9.99,1
972,Family,2024-01-30,2025-11-19,9.99,0
1241,Student,2024-08-12,2025-06-06,9.99,1
2260,Free,2024-08-30,2026-03-14,9.99,1
4081,Family,2023-06-20,2025-09-30,9.99,1
2721,Premium,2023-09-12,2025-11-17,9.99,1
4653,Free,2024-02-12,2025-07-05,9.99,0
4619,Student,2024-09-14,2025-08-19,9.99,0
4584,Free,2025-01-14,2025-12-03,9.99,0
3586,Student,2023-09-23,2025-07-30,9.99,0
1063,Free,2025-01-20,2025-07-15,9.99,0
570,Premium,2023-12-18,2025-12-01,9.99,1
2613,Basic,2024-05-07,2025-10-26,9.99,0
2359,Premium,2023-08-18,2025-06-27,9.99,0
2094,Premium,2024-06-17,2025-08-15,9.99,0
635,Student,2025-02-04,2025-08-07,9.99,1
4901,Student,2024-10-23,2025-07-01,9.99,0
1966,Student,2023-09-23,2025-11-12,9.99,0
1756,Student,2024-05-02,2025-07-22,9.99,1
683,Student,2024-11-14,2025-10-17,9.99,1
4670,Student,2024-04-17,2026-02-25,9.99,0
1856,Family,2023-05-13,2026-01-03,9.99,0
1207,Premium,2024-08-06,2025-12-11,9.99,0
3971,Premium,2024-10-04,2026-01-28,9.99,0
4071,Family,2023-08-17,2026-03-30,9.99,1
1493,Premium,2023-08-25,2025-11-06,9.99,1
1716,Premium,2024-04-06,2025-07-21,9.99,1
534,Student,2023-12-29,2026-02-22,9.99,1
2904,Family,2023-05-16,2025-09-27,9.99,0
977,Basic,2025-01-07,2025-12-26,9.99,0
4850,Basic,2024-10-11,2025-08-18,9.99,0
964,Premium,2024-01-20,2026-03-29,9.99,1
3426,Free,2023-07-24,2026-04-13,9.99,0
